全衣柜编号,名称,分类编号,心级,,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签,标签,获取途径,套装,版本号
20622,高贵牛仔,622,5,,A,,A,,S,,SS,,,S,,,活动·春节福袋,羁绊娇犬,V1.6.6
20623,三叶恋,623,4,,A,,,A,,SS,,S,A,,,,兑·花园,三叶恋,V1.6.6
20625,甜心公主,625,4,,S,,S,,A,,B,,A,,欧式古典,,联盟·小铺,,V1.6.6
20626,甜心公主·华丽,626,5,,S,,SS,,A,,A,,S,,欧式古典,,设·进625,爱之王冠,V1.6.6
20627,竹夜歌,627,5,,A,,SS,,SS,,,A,,A,中式古典,,活动·春节福袋,竹夜歌,V1.6.6
20629,祥云千花,629,5,,A,,SS,,A,,,SS,S,,中式现代,,浪·云禅,,V1.6.6
20630,祥云千花·靛,630,5,,A,,SS,,A,,,SS,A,,中式现代,,设·定629,,V1.6.6
20631,蓝凰调,631,4,,S,,S,,A,,A,,A,,中式现代,晚礼服,浪·云禅,,V1.6.6
20632,前程似锦,632,3,,B,,S,,,A,,S,A,,中式现代,,浪·云禅,,V1.6.6
20633,前程似锦·蓝,633,3,,A,,S,,,B,,S,B,,中式现代,,设·定632,,V1.6.6
20639,创世之凤舞,639,5,,SS,,SS,,A,,S,,,A,中式古典,,浪·云禅/兑·卧云,创世之凤舞,V1.6.6
20640,天启之龙腾,640,5,,S,,SS,,SS,,B,,,A,中式古典,,浪·云禅/兑·卧云,天启之龙腾,V1.6.6
20641,花月遥,641,5,,SS,,S,,,A,,A,S,,中式古典,,活动·春节福袋,花月谣,V1.6.6
20642,圣天之龙腾,642,5,,SS,,S,,B,,S,,S,,中式古典,,设·定640,,V1.6.6
20644,恋爱宝典·裙子,644,4,,B,,,S,,S,,A,A,,,,设·定605,,V1.6.6
20645,玄灵之凤舞,645,5,,SS,,SS,,B,,A,,,S,中式古典,,设·定639,,V1.6.6
20599,物换星移,599,3,,B,,S,,S,,,B,A,,,,赠·签到,,V1.6.5
20604,戎衣女侠,604,4,,B,,A,,S,,SS,,,A,侠客联盟,欧式古典,联盟·梦幻,戎衣女侠,V1.6.6
20636,提线格莱斯,636,5,,A,,A,,SS,,SS,,A,,童话系,,设·图,提线格莱斯,V1.6.6
20637,格莱斯,637,6,,SS,,SS,,A,,A,,S,,童话系,,设·进636,格莱斯,V1.6.6
20638,格莱斯·奇迹,638,6,,S,,SS,,S,,,SS,A,,童话系,,设·定637,,V1.6.6
20643,戎衣女侠·暗紫,643,4,,B,,S,,SS,,S,,B,,侠客联盟,欧式古典,设·定604,,V1.6.6
20620,鸿运春桃,620,4,,B,,A,,SS,,SS,,,A,中式现代,,活动·春节二选一,鸿运春桃,V1.6.6
20635,踏雪寻梅夜,635,5,,SS,,S,,A,,A,,A,,中式古典,,活动·春节二选一,踏雪寻梅,V1.6.6
20628,玫瑰盛宴,628,4,,SS,,SS,,B,,,A,A,,晚礼服,,活动·情人节,玫瑰情浓,V1.6.6
20634,蜜语甜心,634,3,,A,,,S,,S,,B,A,,,,活动·情人节,蜜语甜心,V1.6.6
20619,灵猴献瑞,619,5,,A,,,SS,,SS,,A,,A,中式现代,,暂无,灵猴献瑞,V1.6.6
